variation,accuracy,accuracy_female,accuracy_male,auroc,auroc_female,auroc_male,Recall,Precision,F1-score
0.75,0.6634615384615384,0.6538461538461539,0.6730769230769231,0.7448224852071006,0.7692307692307693,0.7300295857988166,0.8461538461538461,0.6197183098591549,0.7154471544715447
1.00,0.6634615384615384,0.6538461538461539,0.6730769230769231,0.7494452662721893,0.7943786982248521,0.7056213017751479,0.8846153846153846,0.6133333333333333,0.7244094488188976
1.00,0.5865384615384616,0.5961538461538461,0.5769230769230769,0.7296597633136095,0.7130177514792899,0.7596153846153846,0.9230769230769231,0.5517241379310345,0.6906474820143885
1.00,0.7211538461538461,0.7307692307692307,0.7115384615384616,0.7496301775147929,0.7810650887573964,0.7026627218934912,0.8269230769230769,0.6825396825396826,0.7478260869565218
1.00,0.625,0.6538461538461539,0.5961538461538461,0.7067307692307693,0.7603550295857988,0.6582840236686391,0.8269230769230769,0.589041095890411,0.6880000000000001
1.00,0.6442307692307693,0.6346153846153846,0.6538461538461539,0.6801035502958579,0.6109467455621301,0.7470414201183432,0.46153846153846156,0.7272727272727273,0.5647058823529413
0.00,0.7019230769230769,0.6730769230769231,0.7307692307692307,0.7237426035502958,0.7292899408284024,0.7204142011834319,0.6730769230769231,0.7142857142857143,0.6930693069306932
0.00,0.6826923076923077,0.6153846153846154,0.75,0.7884615384615384,0.797337278106509,0.779585798816568,0.8076923076923077,0.6461538461538462,0.717948717948718
0.00,0.625,0.6538461538461539,0.5961538461538461,0.7008136094674556,0.7041420118343196,0.7056213017751479,0.8846153846153846,0.5822784810126582,0.7022900763358778
0.00,0.6730769230769231,0.6346153846153846,0.7115384615384616,0.7429733727810651,0.7159763313609467,0.7810650887573964,0.7692307692307693,0.6451612903225806,0.7017543859649122
0.00,0.6923076923076923,0.6730769230769231,0.7115384615384616,0.6919378698224852,0.727810650887574,0.6568047337278107,0.7884615384615384,0.6612903225806451,0.719298245614035
0.25,0.6826923076923077,0.6346153846153846,0.7307692307692307,0.7505547337278107,0.6967455621301776,0.7973372781065089,0.8461538461538461,0.6376811594202898,0.7272727272727273
0.25,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.7030325443786982,0.7159763313609467,0.6923076923076923,0.8269230769230769,0.6142857142857143,0.7049180327868853
0.25,0.6442307692307693,0.6538461538461539,0.6346153846153846,0.7792159763313609,0.7662721893491125,0.8017751479289941,0.9423076923076923,0.5903614457831325,0.7259259259259259
0.25,0.7211538461538461,0.6923076923076923,0.75,0.7692307692307692,0.7766272189349113,0.7603550295857988,0.75,0.7090909090909091,0.7289719626168225
0.25,0.5961538461538461,0.5576923076923077,0.6346153846153846,0.6667899408284024,0.5976331360946746,0.7292899408284024,0.21153846153846154,0.9166666666666666,0.34374999999999994
0.50,0.7211538461538461,0.7884615384615384,0.6538461538461539,0.783284023668639,0.8653846153846154,0.6952662721893491,0.8269230769230769,0.6825396825396826,0.7478260869565218
0.50,0.7211538461538461,0.75,0.6923076923076923,0.7720044378698225,0.7943786982248521,0.7603550295857988,0.7692307692307693,0.7017543859649122,0.7339449541284404
0.50,0.7115384615384616,0.7115384615384616,0.7115384615384616,0.7740384615384615,0.764792899408284,0.7869822485207101,0.9230769230769231,0.6486486486486487,0.7619047619047619
0.50,0.6923076923076923,0.6538461538461539,0.7307692307692307,0.7751479289940829,0.7292899408284024,0.8136094674556212,0.8269230769230769,0.6515151515151515,0.7288135593220337
0.50,0.6346153846153846,0.5769230769230769,0.6923076923076923,0.6079881656804734,0.5340236686390533,0.6908284023668639,0.5384615384615384,0.6666666666666666,0.5957446808510638
0.75,0.7596153846153846,0.7692307692307693,0.75,0.8332100591715975,0.8476331360946746,0.8239644970414202,0.75,0.7647058823529411,0.7572815533980582
0.75,0.5961538461538461,0.5961538461538461,0.5961538461538461,0.6889792899408284,0.7085798816568047,0.6671597633136095,0.8076923076923077,0.5675675675675675,0.6666666666666666
0.75,0.6442307692307693,0.6346153846153846,0.6538461538461539,0.713387573964497,0.7455621301775147,0.680473372781065,0.46153846153846156,0.7272727272727273,0.5647058823529413
0.75,0.6923076923076923,0.6538461538461539,0.7307692307692307,0.7766272189349113,0.6900887573964497,0.8713017751479291,0.9807692307692307,0.6219512195121951,0.7611940298507464
0.75,0.625,0.5961538461538461,0.6538461538461539,0.6819526627218935,0.6242603550295858,0.7292899408284024,0.7692307692307693,0.5970149253731343,0.6722689075630253
1.00,0.6826923076923077,0.6730769230769231,0.6923076923076923,0.8243343195266272,0.8136094674556213,0.8328402366863905,0.9615384615384616,0.6172839506172839,0.7518796992481203
1.00,0.6442307692307693,0.6153846153846154,0.6730769230769231,0.6900887573964496,0.6494082840236687,0.7337278106508877,0.5961538461538461,0.6595744680851063,0.6262626262626262
1.00,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8139792899408284,0.8017751479289942,0.8313609467455622,0.8461538461538461,0.7333333333333333,0.7857142857142856
1.00,0.7307692307692307,0.7115384615384616,0.75,0.8025147928994083,0.7840236686390532,0.834319526627219,0.9423076923076923,0.6621621621621622,0.7777777777777779
1.00,0.7307692307692307,0.6923076923076923,0.7692307692307693,0.8217455621301775,0.7795857988165681,0.8698224852071006,0.9423076923076923,0.6621621621621622,0.7777777777777779
